file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\runner\NormalShell.java,io.github.muntashirakon.AppManager.runner.NormalShell,class,5,6,1,5,6,2,0,12,0,0.0,1.0,1.0,3,0,2,0,1,0,3,0,0,1,1,0,0,1,0,0,1,0,0,24,3,1,1,0,0,0,2,7,0,6,1,0,0,0,18,0,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\apk\ApkFile.java,io.github.muntashirakon.AppManager.apk.ApkFile$Entry,innerclass,15,15,0,15,92,1,0,68,84,0.8114286,0.32971016,0.9166667,25,0,21,1,0,3,24,0,0,0,14,0,4,10,0,0,5,0,21,291,46,0,32,2,3,20,8,61,4,29,5,0,0,0,198,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\backup\CryptoUtils.java,io.github.muntashirakon.AppManager.backup.CryptoUtils,class,15,26,11,15,35,1,0,11,0,0.3,0.6666667,0.6666667,6,6,6,0,0,0,6,0,0,0,5,5,5,0,0,0,5,0,8,118,22,0,2,3,0,6,3,15,1,11,1,0,0,0,51,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\sharedpref\EditPrefItemFragment.java,io.github.muntashirakon.AppManager.sharedpref.EditPrefItemFragment,class,25,27,2,25,22,2,0,36,0,0.0625,NaN,NaN,1,0,1,0,0,0,1,0,0,0,16,12,6,10,0,0,14,0,1,174,4,0,8,1,2,3,11,54,0,35,3,1,2,3,76,1,0
C:\AppManager-master\libcore\io\src\main\java\io\github\muntashirakon\io\AtomicExtendedFile.java,io.github.muntashirakon.io.AtomicExtendedFile,class,6,7,1,6,33,1,0,21,0,0.5,0.7222222,0.7777778,11,2,9,2,0,0,9,0,0,0,4,1,0,4,0,0,4,0,7,124,10,1,2,6,0,14,4,14,11,11,3,0,0,0,203,1,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\widget\SearchView.java,io.github.muntashirakon.widget.SearchView,class,17,22,5,17,9,2,0,20,6,0.7291667,0.33333334,0.47619048,8,0,7,1,0,0,7,0,0,0,6,1,0,6,0,0,5,0,0,54,1,0,1,0,0,1,2,12,0,10,1,0,0,0,61,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\utils\WaitRunnable.java,io.github.muntashirakon.AppManager.utils.WaitRunnable,class,1,1,0,1,5,1,0,3,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,0,20,0,1,1,1,0,0,0,2,0,1,2,0,0,0,13,17,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\usage\AppUsageActivity.java,io.github.muntashirakon.AppManager.usage.AppUsageActivity$AppUsageViewModel,innerclass,13,13,0,13,15,2,0,15,21,0.75,0.26666668,0.8,10,0,9,0,1,0,10,0,0,0,6,0,0,6,0,0,3,0,0,69,5,2,0,2,0,2,3,12,0,10,3,0,0,2,50,9,0
C:\AppManager-master\libcore\compat\src\main\java\io\github\muntashirakon\compat\io\FastDataOutput.java,io.github.muntashirakon.compat.io.FastDataOutput,class,3,5,2,3,40,1,0,24,160,0.8101852,0.16017316,0.33766234,24,2,22,2,0,0,22,0,0,0,9,3,0,9,0,0,7,0,4,148,3,0,3,0,31,1,49,34,23,13,2,0,0,0,177,1,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\dialog\BottomSheetBehavior.java,io.github.muntashirakon.dialog.BottomSheetBehavior$BottomSheetCallback,innerclass,3,3,0,3,3,1,0,0,3,0.0,0.0,0.0,3,0,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1033,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\dialog\SearchableMultiChoiceDialogBuilder.java,io.github.muntashirakon.dialog.SearchableMultiChoiceDialogBuilder$OnMultiChoiceClickListener,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\dialog\BottomSheetDialog.java,io.github.muntashirakon.dialog.BottomSheetDialog$EdgeToEdgeCallback,innerclass,13,13,0,13,16,2,0,19,11,0.6666667,0.0,0.0,6,0,2,2,0,2,4,0,0,0,4,0,0,4,0,0,2,0,1,59,1,0,8,0,2,1,2,10,1,7,2,0,0,0,40,10,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\backup\dialog\BackupInfo.java,io.github.muntashirakon.AppManager.backup.dialog.BackupInfo,class,3,6,3,3,9,1,0,2,24,0.7962963,0.16666667,0.16666667,9,0,8,0,0,1,9,0,0,0,6,0,2,4,0,0,2,0,1,37,4,0,0,0,0,0,0,8,0,6,0,0,0,0,22,0,0
C:\AppManager-master\app\src\main\java\org\apache\commons\compress\archivers\zip\CharsetAccessor.java,org.apache.commons.compress.archivers.zip.CharsetAccessor,interface,0,1,1,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0
C:\AppManager-master\hiddenapi\src\main\java\android\net\NetworkPolicyManager.java,android.net.NetworkPolicyManager,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,5,0,0,0,0,0,0,4,3,1,3,0,0,0,0,46,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\backup\dialog\BackupRestoreDialogFragment.java,io.github.muntashirakon.AppManager.backup.dialog.BackupRestoreDialogFragment,class,42,45,3,42,55,4,0,80,123,0.85561496,0.11111111,0.22222222,22,2,10,12,0,0,10,0,0,0,17,6,4,13,0,0,8,0,11,277,11,1,9,0,5,5,15,50,4,43,1,1,4,3,143,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\batchops\BatchOpsService.java,io.github.muntashirakon.AppManager.batchops.BatchOpsService,class,18,27,9,18,74,3,0,60,0,0.8260869,0.32142857,0.53571427,13,0,5,5,3,0,8,0,0,0,23,16,16,7,0,0,17,0,5,256,45,1,14,0,0,20,14,47,5,42,2,1,0,0,158,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\rules\struct\PermissionRule.java,io.github.muntashirakon.AppManager.rules.struct.PermissionRule,class,12,18,6,12,25,2,0,17,0,0.5,0.530303,0.6818182,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,1,0,7,79,13,0,6,1,2,9,3,16,3,7,1,0,0,0,52,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\fm\FmFragment.java,io.github.muntashirakon.AppManager.fm.FmFragment,class,29,31,2,29,18,2,0,51,16,0.73015875,0.19444445,0.2777778,9,1,9,0,0,0,9,0,0,0,7,2,2,5,0,0,2,0,0,98,9,1,6,0,0,2,2,20,0,22,5,0,0,6,89,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\permission\Permission.java,io.github.muntashirakon.AppManager.permission.Permission,class,2,14,12,2,45,1,3,4,70,0.8265306,0.4074074,1.0,28,0,28,0,0,0,28,0,0,0,7,0,0,5,0,2,2,0,0,134,20,0,10,0,9,0,8,21,0,7,1,0,0,0,86,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\details\struct\AppDetailsDefinedPermissionItem.java,io.github.muntashirakon.AppManager.details.struct.AppDetailsDefinedPermissionItem,class,3,5,2,3,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\misc\OsEnvironment.java,io.github.muntashirakon.AppManager.misc.OsEnvironment,class,7,16,9,7,30,1,0,20,261,0.974359,0.09538461,0.09538461,26,26,24,1,0,1,26,0,0,0,33,33,1,32,0,0,32,0,30,200,25,0,2,0,0,36,1,36,0,35,1,0,1,0,114,17,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\backup\dialog\BackupRestoreDialogFragment.java,io.github.muntashirakon.AppManager.backup.dialog.BackupRestoreDialogFragment$ActionCompleteInterface,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\AppManager-master\hiddenapi\src\main\java\android\content\pm\ApplicationInfoHidden.java,android.content.pm.ApplicationInfoHidden,class,5,5,0,5,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,6,0,6,0,0,0,0,0,1,11,1,0,0,0,0,1,0,1,0,6,0,0,0,0,130,1,0
C:\AppManager-master\libserver\src\main\java\io\github\muntashirakon\AppManager\server\common\ServerUtils.java,io.github.muntashirakon.AppManager.server.common.ServerUtils,class,2,3,1,2,4,1,0,5,1,1.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,4,4,4,0,0,0,4,0,1,24,2,0,1,1,0,8,0,8,1,8,3,0,0,0,36,17,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\crypto\ECCCrypto.java,io.github.muntashirakon.AppManager.crypto.ECCCrypto,class,8,10,2,8,11,2,0,10,8,0.8,0.1,0.1,5,3,2,0,0,3,5,0,0,0,5,5,3,2,0,0,5,0,4,61,4,0,2,4,0,8,2,13,3,13,2,0,0,0,54,1,0
C:\AppManager-master\hiddenapi\src\main\java\android\app\INotificationManager.java,android.app.INotificationManager,interface,5,7,2,5,14,2,0,0,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\scanner\TrackerInfoDialog.java,io.github.muntashirakon.AppManager.scanner.TrackerInfoDialog,class,12,13,1,12,5,2,0,27,0,0.5,1.0,1.0,2,1,2,0,0,0,2,0,0,0,2,2,1,1,0,0,2,0,0,40,1,0,2,0,0,2,2,15,0,12,3,0,0,1,71,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\logcat\SavedLogViewerFragment.java,io.github.muntashirakon.AppManager.logcat.SavedLogViewerFragment,class,18,20,2,18,15,3,0,22,15,0.7619048,0.0952381,0.14285715,7,1,7,0,0,0,7,0,0,0,3,2,2,1,0,0,2,0,0,59,5,1,6,0,0,3,3,8,2,7,1,0,0,0,57,1,0
C:\AppManager-master\app\src\main\java\org\apache\commons\compress\compressors\FileNameUtil.java,org.apache.commons.compress.compressors.FileNameUtil,class,0,2,2,0,20,1,0,11,0,0.39285713,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,7,0,0,7,0,0,7,0,1,73,6,4,2,0,0,0,3,29,8,25,3,0,0,0,114,1,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\dialog\TextInputDropdownDialogBuilder.java,io.github.muntashirakon.dialog.TextInputDropdownDialogBuilder$OnClickListener,interface,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\logcat\struct\SendLogDetails.java,io.github.muntashirakon.AppManager.logcat.struct.SendLogDetails,class,2,3,1,2,6,1,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,0,0,3,0,3,0,0,0,0,11,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\crypto\ks\SecretKeyCompat.java,io.github.muntashirakon.AppManager.crypto.ks.SecretKeyCompat,class,3,7,4,3,7,1,0,8,0,0.0,0.0,0.0,1,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,29,0,0,2,2,0,2,0,5,0,4,3,0,0,0,25,17,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\details\AppDetailsPermissionsFragment.java,io.github.muntashirakon.AppManager.details.AppDetailsPermissionsFragment$AppDetailsRecyclerAdapter$ViewHolder,innerclass,8,8,0,8,4,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,12,0,0,0,0,12,0,0,0,56,0,0,0,0,0,0,0,25,0,12,1,0,0,0,46,0,0
C:\AppManager-master\libserver\src\main\java\io\github\muntashirakon\AppManager\server\common\Shell.java,io.github.muntashirakon.AppManager.server.common.Shell$Command,innerclass,3,3,0,3,18,1,0,14,58,0.8,0.12820514,0.35897437,13,0,12,0,0,1,13,2,0,0,5,0,0,5,0,0,2,0,0,72,6,2,2,0,0,2,4,7,1,6,3,0,0,0,40,1024,0
C:\AppManager-master\libcore\ui\src\main\java\io\github\muntashirakon\util\UiUtils.java,io.github.muntashirakon.util.UiUtils,class,26,33,7,26,43,1,0,48,153,0.0,0.0,0.0,18,17,16,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,156,17,1,6,0,5,8,11,30,13,33,2,0,1,3,122,17,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\intercept\HistoryEditText.java,io.github.muntashirakon.AppManager.intercept.HistoryEditText,class,6,8,2,6,7,1,0,9,0,0.65,0.5,0.5,4,0,3,0,1,0,4,0,0,0,5,3,0,5,0,0,5,0,0,97,2,3,0,0,0,3,2,11,1,10,1,0,1,0,55,1,0
C:\AppManager-master\app\src\main\java\org\apache\commons\compress\archivers\tar\TarConstants.java,org.apache.commons.compress.archivers.tar.TarConstants,interface,0,2,2,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,0,0,0,68,0,0,0,0,0,9,43,66,1,66,0,0,0,0,155,1,0
C:\AppManager-master\hiddenapi\src\main\java\android\os\storage\StorageManagerHidden.java,android.os.storage.StorageManagerHidden,class,7,8,1,7,4,1,0,1,6,1.0,0.0,0.0,4,3,4,0,0,0,4,0,0,0,1,1,1,0,0,0,1,0,4,15,4,0,0,0,0,0,1,1,0,1,0,0,0,0,29,1,0
C:\AppManager-master\libserver\src\main\java\io\github\muntashirakon\AppManager\server\common\ClassUtils.java,io.github.muntashirakon.AppManager.server.common.ClassUtils,class,14,16,2,14,9,1,0,9,1,0.5,0.0,0.0,3,3,2,1,0,0,3,0,0,0,2,2,0,2,0,0,2,0,24,58,4,1,3,1,0,0,2,8,0,5,2,0,0,0,16,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\types\ForegroundService.java,io.github.muntashirakon.AppManager.types.ForegroundService,class,17,26,9,17,10,4,6,9,28,0.8,0.11111111,0.2777778,9,0,5,0,4,0,9,1,1,0,5,0,0,5,0,0,2,0,0,64,3,0,0,0,0,2,0,10,0,8,1,0,2,0,59,1025,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\fm\FmListOptions.java,io.github.muntashirakon.AppManager.fm.FmListOptions$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\fm\FmListOptions.java,io.github.muntashirakon.AppManager.fm.FmListOptions$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\io\Path.java,io.github.muntashirakon.io.Path,class,31,75,44,31,336,2,0,176,0,0.82170534,0.5809859,0.5809859,86,14,67,15,0,4,72,0,0,0,6,4,1,5,0,0,5,0,142,1198,183,19,89,23,22,68,37,171,32,122,5,0,3,0,433,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\usage\AppUsageActivity.java,io.github.muntashirakon.AppManager.usage.AppUsageActivity$AppUsageAdapter$ViewHolder,innerclass,6,6,0,6,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,11,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,11,0,11,0,0,0,0,28,10,0
C:\AppManager-master\libserver\src\main\java\io\github\muntashirakon\AppManager\server\common\DataTransmission.java,io.github.muntashirakon.AppManager.server.common.DataTransmission$Role,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\apk\installer\PackageInstallerActivity.java,io.github.muntashirakon.AppManager.apk.installer.PackageInstallerActivity$Anonymous2,anonymous,1,1,0,1,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\apk\installer\PackageInstallerActivity.java,io.github.muntashirakon.AppManager.apk.installer.PackageInstallerActivity$Anonymous1,anonymous,3,3,0,3,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,2,0,0,0,0,0,0,11,-1,0
C:\AppManager-master\app\src\test\java\io\github\muntashirakon\AppManager\rules\struct\RuleEntryTest.java,io.github.muntashirakon.AppManager.rules.struct.RuleEntryTest,class,14,14,0,14,32,1,0,10,0,0.0,1.0,1.0,32,0,32,0,0,0,32,0,0,0,1,1,0,1,0,0,1,0,0,209,0,0,0,0,0,109,7,45,51,45,0,0,0,0,58,1,0
C:\AppManager-master\app\src\main\java\org\apache\commons\compress\archivers\tar\TarArchiveSparseZeroInputStream.java,org.apache.commons.compress.archivers.tar.TarArchiveSparseZeroInputStream,class,0,1,1,0,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0
C:\AppManager-master\app\src\test\java\io\github\muntashirakon\AppManager\backup\convert\SBConverterTest.java,io.github.muntashirakon.AppManager.backup.convert.SBConverterTest,class,8,8,0,8,5,1,0,20,0,0.71428573,1.0,1.0,4,0,4,0,0,0,4,0,0,0,7,5,0,7,0,0,6,0,28,54,0,0,1,0,0,35,0,22,3,21,0,0,0,0,52,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\misc\LabsActivity.java,io.github.muntashirakon.AppManager.misc.LabsActivity,class,22,24,2,22,7,3,0,20,3,0.0,0.0,0.0,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10,67,3,0,1,0,0,0,0,9,0,16,2,0,0,7,42,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\details\IconPickerDialogFragment.java,io.github.muntashirakon.AppManager.details.IconPickerDialogFragment$IconListingAdapter,innerclass,10,10,0,10,7,2,0,4,2,0.5,0.4,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,1,0,0,30,4,0,2,0,1,0,2,6,0,5,1,0,0,0,26,0,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\editor\EditorThemes.java,io.github.muntashirakon.AppManager.editor.EditorThemes$TextMateColorSchemeFixed,innerclass,5,5,0,5,2,2,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\misc\OidMap.java,io.github.muntashirakon.AppManager.misc.OidMap$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,-1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\backup\RestoreOp.java,io.github.muntashirakon.AppManager.backup.RestoreOp$Anonymous1,anonymous,3,3,0,3,3,1,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\permission\PermUtils.java,io.github.muntashirakon.AppManager.permission.PermUtils,class,15,22,7,15,66,1,0,41,39,0.7,0.04761905,0.04761905,10,10,7,3,0,0,7,0,0,0,1,1,0,1,0,0,1,0,24,172,7,0,4,0,8,9,5,16,6,12,4,0,0,0,120,1,0
C:\AppManager-master\app\src\main\java\io\github\muntashirakon\AppManager\utils\StoragePermission.java,io.github.muntashirakon.AppManager.utils.StoragePermission,class,11,12,1,11,10,1,0,8,0,0.25,0.0,0.0,4,1,3,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,43,2,0,3,0,0,1,0,2,0,4,3,0,1,2,17,1,0
C:\AppManager-master\libopenpgp\src\main\java\org\openintents\openpgp\OpenPgpSignatureResult.java,org.openintents.openpgp.OpenPgpSignatureResult$Anonymous1,anonymous,2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,4,1,4,0,0,0,0,17,-1,0
